identificador;asignatura;anho;convocatoria;tipoexam;puntaje
4f37936d6db0fe2c7bcff7705dd892f2;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;73
36cb13e2a31c5e7643a2a39a1055a2c5;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;2F   ;72
4f37936d6db0fe2c7bcff7705dd892f2;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;90
b6c670e105a95834c908164495d573da;PROYECTO FINAL DE GRADO;2017;2;1F   ;100
4f37936d6db0fe2c7bcff7705dd892f2;ALGEBRA LINEAL;2017;2;1F   ;82
81fd3435e34b3a6b2f5226f69bb1578c;INVESTIGACION DE OPERACIONES I;2017;2;1F   ;64
a195f74273114a5f0c987cd9ee5fb615;LENGUAJES DE PROGRAMACION III;2017;2;2F   ;60
aa8832bb3ab95a4f2212954982b6676a;CALCULO III;2017;2;2F   ;52
3b5a66016c66fd4fc01d819927451be9;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2017;2;2F   ;60
a0bd43244035c4473d9472329e396671;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;85
3b5a66016c66fd4fc01d819927451be9;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2017;2;1F   ;A
e86d0b34a41d524a78d16e68884ae43a;METODOS NUMERICOS;2017;2;1F   ;80
738f084f88aa3129d9b166835a70d20c;OPTATIVA 2 - ETICA Y LEGISLACION;2017;2;1F   ;87
868c09c5aad39329e32febbf09de316d;CONTABILIDAD;2017;2;1F   ;95
738f084f88aa3129d9b166835a70d20c;BASE DE DATOS II;2017;2;2F   ;66
cb1f809d68198ffef842c2b47ac9b2c8;INGENIERIA DE SOFTWARE I;2017;2;1F   ;81
738f084f88aa3129d9b166835a70d20c;BASE DE DATOS II;2017;2;1F   ;A
3f122076eba3c453f86cf43c462c9be5;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;1F   ;49
738f084f88aa3129d9b166835a70d20c;INGENIERIA DE SOFTWARE III;2017;2;1F   ;95
1d928fbbe526d189085a69b7f1c6e3c4;CALCULO I;2017;2;1F   ;A
738f084f88aa3129d9b166835a70d20c;ESTRUCTURA DE LOS LENGUAJES;2017;2;1F   ;91
eaec9ae1609a6e5b0d6ac84a8c06b408;ELECTIVA 5 - TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2017;2;1F   ;A
c8c2b114d4a8394d5fed668692493249;FISICA 1;2017;2;2F   ;58
e3af46b235f802dbac7107597d8bdd54;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;30
c8c2b114d4a8394d5fed668692493249;CALCULO II;2017;2;1F   ;90
97295b4db87aa309c8d287ac1d6b29be;OPTATIVA 1 - REALIDAD NACIONAL;2017;2;1F   ;85
f5b2dad11204c55504b4fe9467fd1e1c;OPTATIVA 1 - MERCHANDISING;2017;2;1F   ;68
624939c397470ea8dfa6edf6186ca625;BASE DE DATOS II;2017;2;1F   ;77
dc505eabbe42debe83d7caa38aefbd1f;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;35
28df7798b4ecd9f7db8182f07fa65ff8;ESTRUCTURA DE LOS LENGUAJES;2017;2;1F   ;74
dc505eabbe42debe83d7caa38aefbd1f;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;2F   ;50
6cebd7d4bdcbf86310ad5b703228bb36;DISEÑO DE COMPILADORES;2017;2;1F   ;74
dc505eabbe42debe83d7caa38aefbd1f;CALCULO II;2017;2;2F   ;84
401e813acbfff50683732330e5768cc6;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;2F   ;84
dc505eabbe42debe83d7caa38aefbd1f;ECONOMIA Y FINANZAS;2017;2;1F   ;75
358b59bc1e8ad99403a1e430faab3783;INVESTIGACION DE OPERACIONES I;2017;2;1F   ;46
738f084f88aa3129d9b166835a70d20c;ELECTIVA 3 - PROGRAMACION WEB FRONT-END;2017;2;1F   ;88
401e813acbfff50683732330e5768cc6;LENGUAJES DE PROGRAMACION I;2017;2;2F   ;72
738f084f88aa3129d9b166835a70d20c;ELECTIVA 2  - INTERACCION HUMANO-COMPUTADOR;2017;2;1F   ;93
e3af46b235f802dbac7107597d8bdd54;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;73
3b5a66016c66fd4fc01d819927451be9;MATEMATICA DISCRETA;2017;2;2F   ;78
358b59bc1e8ad99403a1e430faab3783;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;2F   ;40
dc505eabbe42debe83d7caa38aefbd1f;FISICA 2;2017;2;1F   ;85
358b59bc1e8ad99403a1e430faab3783;INVESTIGACION DE OPERACIONES I;2017;2;2F   ;95
dc505eabbe42debe83d7caa38aefbd1f;TECNICAS DE ORGANIZACION Y METODOS;2017;2;1F   ;A
e3af46b235f802dbac7107597d8bdd54;INGLES;2017;2;1F   ;91
dc505eabbe42debe83d7caa38aefbd1f;TECNICAS DE ORGANIZACION Y METODOS;2017;2;2F   ;73
a23408ffd80cc0eb3a176df0369cfda2;ESTRUCTURA DE LOS LENGUAJES;2017;2;2F   ;47
49608f9d20e36a4045864b13de3a7790;FISICA 4;2017;2;1F   ;82
a23408ffd80cc0eb3a176df0369cfda2;SISTEMAS DISTRIBUIDOS;2017;2;2F   ;A
3b5a66016c66fd4fc01d819927451be9;FUNDAMENTOS DE MATEMATICA;2017;2;2F   ;45
a23408ffd80cc0eb3a176df0369cfda2;SISTEMAS DISTRIBUIDOS;2017;2;1F   ;A
7feb2eace7df1e35e2a69f93f2d41e45;ECONOMIA Y FINANZAS;2017;2;1F   ;70
9b7fb5bd68b713ef125189845d8b298a;FISICA 1;2017;2;2F   ;67
7feb2eace7df1e35e2a69f93f2d41e45;PROBABILIDADES Y ESTADISTICA;2017;2;1F   ;96
caf07f0486685559e38779cf830b4563;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;94
7feb2eace7df1e35e2a69f93f2d41e45;REDES DE COMPUTADORAS I;2017;2;1F   ;80
e86d0b34a41d524a78d16e68884ae43a;PROBABILIDADES Y ESTADISTICA;2017;2;2F   ;61
7feb2eace7df1e35e2a69f93f2d41e45;SISTEMAS OPERATIVOS;2017;2;1F   ;92
868c09c5aad39329e32febbf09de316d;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;2F   ;85
7feb2eace7df1e35e2a69f93f2d41e45;FISICA 2;2017;2;1F   ;80
9ba06c975c2602c397714a354839afa7;LENGUAJES DE PROGRAMACION III;2017;2;2F   ;100
7feb2eace7df1e35e2a69f93f2d41e45;CALCULO III;2017;2;1F   ;84
a23408ffd80cc0eb3a176df0369cfda2;ELECTIVA 6 - GESTION DE PROYECTOS;2017;2;2F   ;50
c8c2b114d4a8394d5fed668692493249;LENGUAJES DE PROGRAMACION II;2017;2;2F   ;60
28df7798b4ecd9f7db8182f07fa65ff8;ELECTIVA 3 - PROGRAMACION WEB FRONT-END;2017;2;2F   ;73
c8c2b114d4a8394d5fed668692493249;LENGUAJES DE PROGRAMACION II;2017;2;1F   ;A
cf952c57f5ed5aef90dcfc21d307c1aa;CONTABILIDAD;2017;2;1F   ;A
c8c2b114d4a8394d5fed668692493249;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;2F   ;50
9c2d70093f0577804ae739f19e70b91e;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2017;2;1F   ;82
f88e4d446c1d0cdbff8887a5da758fc8;FUNDAMENTOS DE MATEMATICA;2017;2;1F   ;74
28df7798b4ecd9f7db8182f07fa65ff8;ELECTIVA 5 - BIG DATA;2017;2;2F   ;87
49608f9d20e36a4045864b13de3a7790;REDES DE COMPUTADORAS I;2017;2;2F   ;A
28df7798b4ecd9f7db8182f07fa65ff8;ELECTIVA 5 - BIG DATA;2017;2;1F   ;A
f88e4d446c1d0cdbff8887a5da758fc8;CONTABILIDAD;2017;2;1F   ;84
65197a7d7752cfdab7ba108fc5d1c5bc;ALGORITMOS Y ESTRUCTURA DE DATOS I;2017;2;2F   ;60
49608f9d20e36a4045864b13de3a7790;LENGUAJES DE PROGRAMACION II;2017;2;1F   ;83
1884eba735c9855ec04a6504aba3bffb;CALCULO II;2017;2;2F   ;27
4526a569129a3cb7c4bb6c7a48f616e2;ALGEBRA LINEAL;2017;2;1F   ;68
8432993a13b692c08d7958e72d13ec44;INGENIERIA DE SOFTWARE III;2017;2;1F   ;55
4526a569129a3cb7c4bb6c7a48f616e2;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;83
97295b4db87aa309c8d287ac1d6b29be;CONTABILIDAD;2017;2;1F   ;60
cf48c546256384854f6ad7f0c73d5093;ECONOMIA Y FINANZAS;2017;2;1F   ;60
9b7fb5bd68b713ef125189845d8b298a;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;85
cf48c546256384854f6ad7f0c73d5093;FISICA 1;2017;2;1F   ;94
9b7fb5bd68b713ef125189845d8b298a;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;77
cf48c546256384854f6ad7f0c73d5093;CALCULO I;2017;2;1F   ;73
064eef8fa35ff448eb9a7d04a20a70ab;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;A
cf48c546256384854f6ad7f0c73d5093;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;2F   ;86
aa8832bb3ab95a4f2212954982b6676a;FISICA 4;2017;2;1F   ;70
cf48c546256384854f6ad7f0c73d5093;INGLES;2017;2;1F   ;67
ec92aa1ac9b38389fe8682c8208ada10;ESTRUCTURA DE LOS LENGUAJES;2017;2;1F   ;80
cf48c546256384854f6ad7f0c73d5093;MATEMATICA DISCRETA;2017;2;2F   ;68
97295b4db87aa309c8d287ac1d6b29be;LENGUAJES DE PROGRAMACION I;2017;2;2F   ;78
18a0d084af2c52f15ed3003805d1ea56;TECNICAS DE ORGANIZACION Y METODOS;2017;2;2F   ;A
9b7fb5bd68b713ef125189845d8b298a;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;2F   ;A
18a0d084af2c52f15ed3003805d1ea56;TECNICAS DE ORGANIZACION Y METODOS;2017;2;1F   ;A
d56bfda22ce199bd7043b4478e2441b7;ECONOMIA Y FINANZAS;2017;2;2F   ;100
18a0d084af2c52f15ed3003805d1ea56;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;2F   ;A
7403407b704d617237bc5add276e02b7;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;1F   ;65
18a0d084af2c52f15ed3003805d1ea56;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;A
3f6be959eccfb3395c0c680c6b05e69c;BASE DE DATOS I;2017;2;2F   ;A
73e27c236a7df8b107daf8a759f22744;MATEMATICA DISCRETA;2017;2;2F   ;78
c74ad4a5dba3148b846dd834c26c320e;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;A
73e27c236a7df8b107daf8a759f22744;MATEMATICA DISCRETA;2017;2;1F   ;A
ae390ff57cca4260e5788fd8b3e3e3fd;LENGUAJES DE PROGRAMACION III;2017;2;1F   ;100
72fa021bcda216e610d277131a40dfe3;CONTABILIDAD;2017;2;1F   ;89
238fec3317571637ed2c8588dcff656a;INVESTIGACION DE OPERACIONES I;2017;2;1F   ;32
a2767f1d12ce5103c44016d5c44bed69;LOGICA PARA CIENCIAS DE LA COMPUTACION;2017;2;2F   ;42
5b0727b0506954fe108e5bc06e8cf3c9;LENGUAJES DE PROGRAMACION II;2017;2;2F   ;A
af96e2fd16b96749f22a365d7ef9843b;SISTEMAS OPERATIVOS;2017;2;1F   ;79
af7a3eeacbdf88bfcc53871e9cc2a5ab;FISICA 4;2017;2;1F   ;A
af96e2fd16b96749f22a365d7ef9843b;PROBABILIDADES Y ESTADISTICA;2017;2;2F   ;A
ff11d3bea16c5ee6c16bba97ddc1bb8c;LENGUAJES DE PROGRAMACION I;2017;2;2F   ;70
af96e2fd16b96749f22a365d7ef9843b;PROBABILIDADES Y ESTADISTICA;2017;2;1F   ;A
8c6fb310f75061f0c060a900a23b9ce1;LENGUAJES DE PROGRAMACION II;2017;2;2F   ;61
85b1cd8d6212c176c00d445419e205e2;ALGEBRA LINEAL;2017;2;2F   ;74
36cb13e2a31c5e7643a2a39a1055a2c5;ALGEBRA LINEAL;2017;2;2F   ;70
cb00114a7abe2a47fda521dd36796e1d;CALCULO III;2017;2;2F   ;70
5d60e7859b63d2e9729a901fe8581806;OPTATIVA 2 - ETICA Y LEGISLACION;2017;2;1F   ;85
cb00114a7abe2a47fda521dd36796e1d;FISICA 2;2017;2;2F   ;85
af7a3eeacbdf88bfcc53871e9cc2a5ab;FISICA 4;2017;2;2F   ;60
cb00114a7abe2a47fda521dd36796e1d;PROBABILIDADES Y ESTADISTICA;2017;2;2F   ;34
d29122a7007030b721aed6c3c9208efa;ESTRUCTURA DE LOS LENGUAJES;2017;2;1F   ;87
cb00114a7abe2a47fda521dd36796e1d;ECONOMIA Y FINANZAS;2017;2;1F   ;65
caf07f0486685559e38779cf830b4563;FISICA 1;2017;2;2F   ;80
22e2bfc93bb78b8ad505141fbb4966a6;FUNDAMENTOS DE MATEMATICA;2017;2;1F   ;A
401e813acbfff50683732330e5768cc6;ALGEBRA LINEAL;2017;2;2F   ;A
cb00114a7abe2a47fda521dd36796e1d;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;2F   ;60
c74ad4a5dba3148b846dd834c26c320e;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;1F   ;60
22e2bfc93bb78b8ad505141fbb4966a6;FUNDAMENTOS DE MATEMATICA;2017;2;2F   ;A
5d60e7859b63d2e9729a901fe8581806;OPTATIVA 3 - POLITICAS PUBLICAS Y DE NEGOCIOS;2017;2;2F   ;100
85b1cd8d6212c176c00d445419e205e2;INGLES;2017;2;1F   ;54
414fc04bbc57661c91c24f26e9eb56c1;ALGEBRA LINEAL;2017;2;1F   ;72
85b1cd8d6212c176c00d445419e205e2;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;1F   ;75
d56bfda22ce199bd7043b4478e2441b7;OPTATIVA 1 - CULTURA DE VALORES;2017;2;1F   ;A
22e2bfc93bb78b8ad505141fbb4966a6;ALGORITMOS Y ESTRUCTURA DE DATOS I;2017;2;1F   ;45
90890f97d919611ddf9621c7685f2b11;INGENIERIA DE SOFTWARE III;2017;2;2F   ;75
22e2bfc93bb78b8ad505141fbb4966a6;ALGORITMOS Y ESTRUCTURA DE DATOS I;2017;2;2F   ;30
0b045399f358b1042dfe9a46a8bfc56d;DISEÑO DE COMPILADORES;2017;2;1F   ;71
a7fca17811b9e286b2b6bc26c098af50;REDES DE COMPUTADORAS I;2017;2;1F   ;63
d29122a7007030b721aed6c3c9208efa;METODOS NUMERICOS;2017;2;1F   ;93
a7fca17811b9e286b2b6bc26c098af50;CALCULO II;2017;2;2F   ;60
1d928fbbe526d189085a69b7f1c6e3c4;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;1F   ;89
a7fca17811b9e286b2b6bc26c098af50;LOGICA PARA CIENCIAS DE LA COMPUTACION;2017;2;2F   ;67
7ee20258f18209db64bf7b755c3218a8;CALCULO II;2017;2;2F   ;93
f84697efe7bfc102a4be9fb405f6f608;ALGORITMOS Y ESTRUCTURA DE DATOS I;2017;2;1F   ;98
90890f97d919611ddf9621c7685f2b11;ESTRUCTURA DE LOS LENGUAJES;2017;2;2F   ;72
22e2bfc93bb78b8ad505141fbb4966a6;INGLES;2017;2;1F   ;89
c74ad4a5dba3148b846dd834c26c320e;INGLES;2017;2;1F   ;A
589f6cd87d7aefe40ac777a8a8d57cd5;LOGICA PARA CIENCIAS DE LA COMPUTACION;2017;2;1F   ;74
bc5121acce6da8d5232834f8536a115b;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;2F   ;70
a20f7c174a9276f17092e2b2d6b7e956;OPTATIVA 1 - METODOLOGIA DE LA INVESTIGACION;2017;2;2F   ;100
7ee20258f18209db64bf7b755c3218a8;ECONOMIA Y FINANZAS;2017;2;1F   ;70
a20f7c174a9276f17092e2b2d6b7e956;OPTATIVA 1 - METODOLOGIA DE LA INVESTIGACION;2017;2;1F   ;A
caf07f0486685559e38779cf830b4563;CALCULO II;2017;2;1F   ;70
a7fca17811b9e286b2b6bc26c098af50;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;69
6d597f08d5ecdd2995bde04f1969601a;FISICA 4;2017;2;1F   ;90
a7fca17811b9e286b2b6bc26c098af50;ALGEBRA LINEAL;2017;2;2F   ;58
e3af46b235f802dbac7107597d8bdd54;FISICA 1;2017;2;1F   ;84
a20f7c174a9276f17092e2b2d6b7e956;CALCULO III;2017;2;1F   ;60
6d597f08d5ecdd2995bde04f1969601a;INGENIERIA DE SOFTWARE I;2017;2;1F   ;81
a20f7c174a9276f17092e2b2d6b7e956;FISICA 2;2017;2;2F   ;73
1d928fbbe526d189085a69b7f1c6e3c4;ALGEBRA LINEAL;2017;2;1F   ;78
a20f7c174a9276f17092e2b2d6b7e956;FISICA 2;2017;2;1F   ;32
e3af46b235f802dbac7107597d8bdd54;CALCULO I;2017;2;1F   ;87
677ce015c4b6aa7ed5595b28e0de2288;CALCULO II;2017;2;2F   ;43
e3af46b235f802dbac7107597d8bdd54;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;2F   ;90
677ce015c4b6aa7ed5595b28e0de2288;FISICA 1;2017;2;2F   ;A
6d597f08d5ecdd2995bde04f1969601a;METODOS NUMERICOS;2017;2;1F   ;86
677ce015c4b6aa7ed5595b28e0de2288;FISICA 1;2017;2;1F   ;A
6d597f08d5ecdd2995bde04f1969601a;BASE DE DATOS I;2017;2;1F   ;83
677ce015c4b6aa7ed5595b28e0de2288;LOGICA PARA CIENCIAS DE LA COMPUTACION;2017;2;2F   ;65
df10836da31e6a335e4687b7bfd4d79b;OPTATIVA 3 - METODOLOGIA DE LA INVESTIGACION;2017;2;1F   ;A
677ce015c4b6aa7ed5595b28e0de2288;LOGICA PARA CIENCIAS DE LA COMPUTACION;2017;2;1F   ;A
e86d0b34a41d524a78d16e68884ae43a;FISICA 3;2017;2;1F   ;60
677ce015c4b6aa7ed5595b28e0de2288;LENGUAJES DE PROGRAMACION I;2017;2;2F   ;75
e3af46b235f802dbac7107597d8bdd54;ALGEBRA LINEAL;2017;2;1F   ;64
a20f7c174a9276f17092e2b2d6b7e956;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;2F   ;95
3f6be959eccfb3395c0c680c6b05e69c;CALCULO II;2017;2;2F   ;72
2a938503aec40432881eb134f1433b21;ECONOMIA Y FINANZAS;2017;2;2F   ;A
90890f97d919611ddf9621c7685f2b11;ELECTIVA 2  - PROCESAMIENTO DIGITAL DE IMAGENES BASICO;2017;2;2F   ;60
2a938503aec40432881eb134f1433b21;ECONOMIA Y FINANZAS;2017;2;1F   ;A
533e0e1e2ece17fd300ae6aca9faebff;INGENIERIA DE SOFTWARE II;2017;2;1F   ;A
a7463c928dd3d26f8f20b5bee8735f04;OPTATIVA 1 - MERCHANDISING;2017;2;2F   ;A
82b16c7be887349c3e3352c1e516a0bf;ELECTIVA 7 - BIG DATA;2017;2;1F   ;100
2b4498e4eccbd416cd6b669f27ebf4eb;LENGUAJES DE PROGRAMACION I;2017;2;1F   ;82
7a0cff9eea804898d0b08e08995ff691;FISICA 3;2017;2;1F   ;A
22e2bfc93bb78b8ad505141fbb4966a6;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2017;2;2F   ;A
1d928fbbe526d189085a69b7f1c6e3c4;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;60
a7463c928dd3d26f8f20b5bee8735f04;ALGORITMOS Y ESTRUCTURA DE DATOS I;2017;2;1F   ;94
6cebd7d4bdcbf86310ad5b703228bb36;ELECTIVA 4 - GESTION DE PROYECTOS;2017;2;1F   ;75
96c5a998cd3c26fb7ebfb6e6ff4726a0;DISEÑO DE COMPILADORES;2017;2;1F   ;99
62c7aec5d88339b99e60b90a6fed4e29;FUNDAMENTOS DE MATEMATICA;2017;2;1F   ;57
96c5a998cd3c26fb7ebfb6e6ff4726a0;BASE DE DATOS II;2017;2;2F   ;50
0b045399f358b1042dfe9a46a8bfc56d;ELECTIVA 7 - BIG DATA;2017;2;2F   ;97
96c5a998cd3c26fb7ebfb6e6ff4726a0;BASE DE DATOS II;2017;2;1F   ;A
ec92aa1ac9b38389fe8682c8208ada10;ELECTIVA 2  - INTERACCION HUMANO-COMPUTADOR;2017;2;1F   ;94
c637e86edaac801edef824ad6ff8ca98;OPTATIVA 1 - MERCHANDISING;2017;2;1F   ;84
ec92aa1ac9b38389fe8682c8208ada10;OPTATIVA 3 - POLITICAS PUBLICAS Y DE NEGOCIOS;2017;2;2F   ;86
8e6d3487509a80059bce27a9a7415009;ELECTIVA 3 - INTELIGENCIA ARTIFICIAL;2017;2;1F   ;67
7403407b704d617237bc5add276e02b7;BASE DE DATOS I;2017;2;2F   ;83
bb5006348fa11ce26dc634f05a04f08f;ELECTIVA 7 - TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2017;2;2F   ;90
0b045399f358b1042dfe9a46a8bfc56d;ELECTIVA 7 - BIG DATA;2017;2;1F   ;A
cfe27c65e9088ddc702764743487a9e0;ELECTIVA 6 - GESTION DE PROYECTOS;2017;2;1F   ;A
d29122a7007030b721aed6c3c9208efa;BASE DE DATOS I;2017;2;1F   ;96
cfe27c65e9088ddc702764743487a9e0;ELECTIVA 5 - AUDITORIA Y TECNOLOGIA DE LA INFORMACION;2017;2;1F   ;90
df10836da31e6a335e4687b7bfd4d79b;BASE DE DATOS II;2017;2;1F   ;A
a4c1b3fae920b46e830e84a8bde3006d;INGENIERIA DE SOFTWARE III;2017;2;2F   ;62
8c6fb310f75061f0c060a900a23b9ce1;LENGUAJES DE PROGRAMACION II;2017;2;1F   ;A
0be4aed05de1aff749beede31748bbcf;PROYECTO FINAL DE GRADO;2017;2;1F   ;100
b82125cd145bca3c6d114bc38313fb1f;ELECTIVA 7 - TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2017;2;1F   ;90
cfe27c65e9088ddc702764743487a9e0;ELECTIVA 6 - GESTION DE PROYECTOS;2017;2;2F   ;83
238fec3317571637ed2c8588dcff656a;INVESTIGACION DE OPERACIONES I;2017;2;2F   ;65
1a18d01e25d03d6a80340cce1e9a8c64;ELECTIVA 5 - AUDITORIA Y TECNOLOGIA DE LA INFORMACION;2017;2;1F   ;84
9b2e17502344fd2fd4daab5205e9f343;INVESTIGACION DE OPERACIONES I;2017;2;1F   ;A
1a18d01e25d03d6a80340cce1e9a8c64;ELECTIVA 6 - GESTION DE PROYECTOS;2017;2;1F   ;68
9b2e17502344fd2fd4daab5205e9f343;INVESTIGACION DE OPERACIONES I;2017;2;2F   ;A
cfe27c65e9088ddc702764743487a9e0;ELECTIVA 7 - TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2017;2;1F   ;90
65197a7d7752cfdab7ba108fc5d1c5bc;FISICA 1;2017;2;2F   ;70
1a18d01e25d03d6a80340cce1e9a8c64;ELECTIVA 7 - TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2017;2;1F   ;80
7ce7580ab28eb249b212e0dc2ded0334;TECNICAS DE ORGANIZACION Y METODOS;2017;2;1F   ;A
4af2c80fa1d4a68b4fec269cf8d9654d;FUNDAMENTOS DE MATEMATICA;2017;2;1F   ;A
e8784ae2297a82f00b036b69cd70d19a;CALCULO III;2017;2;2F   ;62
4af251c153d311d250a51fdb108e54c9;ELECTIVA 1 - DATAMINING;2017;2;1F   ;65
ec92aa1ac9b38389fe8682c8208ada10;OPTATIVA 3 - POLITICAS PUBLICAS Y DE NEGOCIOS;2017;2;1F   ;A
0d333692018e9cd426be97226249a6f1;INVESTIGACION DE OPERACIONES I;2017;2;1F   ;A
8c6fb310f75061f0c060a900a23b9ce1;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;1F   ;65
1a18d01e25d03d6a80340cce1e9a8c64;ESTRUCTURA DE LOS LENGUAJES;2017;2;2F   ;39
358b59bc1e8ad99403a1e430faab3783;INGENIERIA DE SOFTWARE I;2017;2;1F   ;72
436f78a65bed931d714532d279a4eb21;ELECTIVA 3 - PROGRAMACION WEB FRONT-END;2017;2;2F   ;84
7a0cff9eea804898d0b08e08995ff691;LENGUAJES DE PROGRAMACION II;2017;2;1F   ;68
cfe27c65e9088ddc702764743487a9e0;DISEÑO DE COMPILADORES;2017;2;1F   ;A
df10836da31e6a335e4687b7bfd4d79b;OPTATIVA 1 - POLITICAS PUBLICAS Y DE NEGOCIOS;2017;2;1F   ;76
436f78a65bed931d714532d279a4eb21;ELECTIVA 2  - INTERACCION HUMANO-COMPUTADOR;2017;2;1F   ;79
d99eb8b29f425e8d5974401897e101bc;ELECTIVA 6 - AUDITORIA Y TECNOLOGIA DE LA INFORMACION;2017;2;1F   ;82
4af2c80fa1d4a68b4fec269cf8d9654d;FUNDAMENTOS DE MATEMATICA;2017;2;2F   ;A
bc5121acce6da8d5232834f8536a115b;ALGORITMOS Y ESTRUCTURA DE DATOS III;2017;2;1F   ;A
153aadf908ca16281783486085657703;PROYECTO FINAL DE GRADO;2017;2;1F   ;100
073fd9bdeaf12d2f76d35f875ae4a1ca;ALGORITMOS Y ESTRUCTURA DE DATOS II;2017;2;1F   ;95
6c96f58cf296c703f00b0d2db9a319d5;PROBABILIDADES Y ESTADISTICA;2017;2;1F   ;88
44ba7fb78ec39b35c6ac693f88d27eed;OPTATIVA 2 - ETICA Y LEGISLACION;2017;2;1F   ;A
6c96f58cf296c703f00b0d2db9a319d5;ESTRUCTURA DE LOS LENGUAJES;2017;2;2F   ;70
44ba7fb78ec39b35c6ac693f88d27eed;FISICA 3;2017;2;2F   ;A
6c96f58cf296c703f00b0d2db9a319d5;INGENIERIA DE SOFTWARE I;2017;2;1F   ;60
2a42965869002182afaadeab6b0b95c1;OPTATIVA 1 - POLITICAS PUBLICAS Y DE NEGOCIOS;2017;2;1F   ;42
6c96f58cf296c703f00b0d2db9a319d5;METODOS NUMERICOS;2017;2;1F   ;75
82b16c7be887349c3e3352c1e516a0bf;ELECTIVA 6 - PROGRAMACION COMPETITIVA;2017;2;1F   ;95
6c96f58cf296c703f00b0d2db9a319d5;BASE DE DATOS I;2017;2;1F   ;86
44ba7fb78ec39b35c6ac693f88d27eed;OPTATIVA 2 - ETICA Y LEGISLACION;2017;2;2F   ;69
6c96f58cf296c703f00b0d2db9a319d5;FISICA 4;2017;2;1F   ;67
69bf06b45443cadf136b6c07609fe7b4;ELECTIVA 7 - TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2017;2;2F   ;87
9aca79a7a72538894e951c3a28147a37;ELECTIVA 1 - INTERACCION HUMANO-COMPUTADOR;2017;2;2F   ;96
69bf06b45443cadf136b6c07609fe7b4;ELECTIVA 6 - AUDITORIA Y TECNOLOGIA DE LA INFORMACION;2017;2;2F   ;90
5679a275911aeb8f278ced876307e2c0;INGENIERIA DE SOFTWARE III;2017;2;2F   ;A
8645d9b39ac529dd1cbef78fee8e1821;FISICA 1;2017;2;2F   ;60
755468fd474771c426201d462c40a8cb;LOGICA PARA CIENCIAS DE LA COMPUTACION;2017;2;1F   ;64
5d60e7859b63d2e9729a901fe8581806;INGENIERIA DE SOFTWARE III;2017;2;1F   ;80
9aca79a7a72538894e951c3a28147a37;SISTEMAS OPERATIVOS;2017;2;2F   ;79
cf952c57f5ed5aef90dcfc21d307c1aa;CALCULO II;2017;2;1F   ;A
