identificador;asignatura;anho;convocatoria;tipoexam;puntaje
44e64dc777a9f242c2f9966c06b73f9a;EMPRENDEDORISMO;2014;1;2F   ;79
b6c670e105a95834c908164495d573da;FISICA 4;2014;1;1F   ;63
44e64dc777a9f242c2f9966c06b73f9a;INGENIERIA DE SOFTWARE III;2014;1;1F   ;67
af7a3eeacbdf88bfcc53871e9cc2a5ab;MATEMATICA DISCRETA;2014;1;2F   ;45
44e64dc777a9f242c2f9966c06b73f9a;DIDACTICA UNIVERSITARIA;2014;1;1F   ;90
ccecbfcd411b9e98f3dee1784cd0d908;AUDITORIA Y TECNOLOGIA DE LA INFORMACION;2014;1;1F   ;90
d95b92fca0658866624b93838dddf53e;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;2F   ;70
af7a3eeacbdf88bfcc53871e9cc2a5ab;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;1F   ;58
8e8a26a05791c9cf07907f70876d1760;EVALUACION DE RENDIMIENTO;2014;1;1F   ;64
69926ea06bd2eb588b9fdefebf7dd331;ALGEBRA LINEAL;2014;1;2F   ;89
8e8a26a05791c9cf07907f70876d1760;DATA WAREHOUSE I - DISEÑO MULTIDIMENSIONAL;2014;1;1F   ;86
2a42965869002182afaadeab6b0b95c1;CALCULO I;2014;1;2F   ;66
8e8a26a05791c9cf07907f70876d1760;GESTION DE CENTRO DE COMPUTOS;2014;1;1F   ;84
b706c8fe6758f7ce246cf58ce88d10b0;CALCULO I;2014;1;2F   ;68
8e8a26a05791c9cf07907f70876d1760;DIDACTICA UNIVERSITARIA;2014;1;1F   ;79
bed9b3e3f92672cbc3ff502c1425dad2;MATEMATICA APLICADA;2014;1;1F   ;65
d95b92fca0658866624b93838dddf53e;CALCULO III;2014;1;2F   ;82
34c9be8bcbb39cf1b9b075a6dc496f8f;EMPRENDEDORISMO;2014;1;1F   ;79
d95b92fca0658866624b93838dddf53e;REDES DE COMPUTADORAS II;2014;1;2F   ;73
eaad3ad83f488ff3379d9312d2fea957;DIDACTICA UNIVERSITARIA;2014;1;1F   ;89
d95b92fca0658866624b93838dddf53e;INGENIERIA DE SOFTWARE I;2014;1;1F   ;90
349042c5f56726650e201baeb4d7cbef;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;2F   ;75
d95b92fca0658866624b93838dddf53e;FISICA 4;2014;1;1F   ;70
5aee4f1e285cafdd83fc7d75d11cf62d;LENGUAJES DE PROGRAMACION I;2014;1;1F   ;65
d95b92fca0658866624b93838dddf53e;MARKETING;2014;1;2F   ;75
2a42965869002182afaadeab6b0b95c1;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2014;1;2F   ;70
b65b8e5affedf80e80d56257149cc8b2;INVESTIGACION DE OPERACIONES I;2014;1;2F   ;73
a592f3250de440b34bab183348eaa076;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;2F   ;75
ccc3e9abf53774b73838d2d0a1d9d025;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;2F   ;72
b6c670e105a95834c908164495d573da;INVESTIGACION DE OPERACIONES I;2014;1;2F   ;58
b65b8e5affedf80e80d56257149cc8b2;LENGUAJES DE PROGRAMACION III;2014;1;1F   ;66
624939c397470ea8dfa6edf6186ca625;LENGUAJES DE PROGRAMACION II;2014;1;1F   ;86
b65b8e5affedf80e80d56257149cc8b2;REDES DE COMPUTADORAS II;2014;1;1F   ;65
a592f3250de440b34bab183348eaa076;EXPRESION ORAL Y ESCRITA;2014;1;1F   ;70
ccc3e9abf53774b73838d2d0a1d9d025;INVESTIGACION DE OPERACIONES II;2014;1;1F   ;70
799c2ec3f325274b4d0ecb159d4c03b5;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;2F   ;78
ccc3e9abf53774b73838d2d0a1d9d025;MATEMATICA APLICADA;2014;1;2F   ;90
2a42965869002182afaadeab6b0b95c1;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;1F   ;40
b65b8e5affedf80e80d56257149cc8b2;SISTEMAS DISTRIBUIDOS;2014;1;1F   ;81
34c9be8bcbb39cf1b9b075a6dc496f8f;EXPRESION ORAL Y ESCRITA;2014;1;1F   ;62
b65b8e5affedf80e80d56257149cc8b2;TECNICAS DE ORGANIZACION Y METODOS;2014;1;1F   ;90
ff42a45213a8e8f4b0d7c90e53338b3c;ECONOMIA Y FINANZAS;2014;1;1F   ;60
f29fa62c9ffeb0f93bdc2b220d7655d0;MATEMATICA APLICADA;2014;1;2F   ;99
b706c8fe6758f7ce246cf58ce88d10b0;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2014;1;1F   ;72
b65b8e5affedf80e80d56257149cc8b2;FISICA 3;2014;1;2F   ;65
69926ea06bd2eb588b9fdefebf7dd331;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2014;1;2F   ;23
02fca70b0a0930dc6ed453300cd3c778;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;1F   ;95
f0c1e6ba984108d263bee8064db769b3;MATEMATICA APLICADA;2014;1;2F   ;100
978246edcbe7fa9f6683cc0284b885aa;ALGORITMOS Y ESTRUCTURA DE DATOS I;2014;1;2F   ;98
255c6d89bb672afffedcdc4033fb793b;ECONOMIA Y FINANZAS;2014;1;2F   ;70
f712efbaf2469cb4b8ad2ecfcb24ca0e;REDES DE COMPUTADORAS II;2014;1;2F   ;65
4d7d7a5911c45ffc3cc9906b1103b7fb;PROCESAMIENTO DIGITAL DE IMAGENES II;2014;1;2F   ;65
02fca70b0a0930dc6ed453300cd3c778;TECNICAS DE ORGANIZACION Y METODOS;2014;1;1F   ;100
ad44588a3efcc7b195813c2fbbca238a;ESTRUCTURA DE LOS LENGUAJES;2014;1;1F   ;71
02fca70b0a0930dc6ed453300cd3c778;INGENIERIA DE SOFTWARE II;2014;1;1F   ;98
4d7d7a5911c45ffc3cc9906b1103b7fb;INGENIERIA DE SOFTWARE III;2014;1;2F   ;87
02fca70b0a0930dc6ed453300cd3c778;INVESTIGACION DE OPERACIONES II;2014;1;1F   ;95
28df7798b4ecd9f7db8182f07fa65ff8;ALGEBRA LINEAL;2014;1;2F   ;88
02fca70b0a0930dc6ed453300cd3c778;MATEMATICA APLICADA;2014;1;1F   ;100
4d7d7a5911c45ffc3cc9906b1103b7fb;ESTRUCTURA DE LOS LENGUAJES;2014;1;2F   ;90
02fca70b0a0930dc6ed453300cd3c778;ADMINISTRACION GUBERNAMENTAL;2014;1;1F   ;100
be2341586c294259631968ba8adab845;EXPRESION ORAL Y ESCRITA;2014;1;2F   ;75
978246edcbe7fa9f6683cc0284b885aa;FISICA 2;2014;1;2F   ;37
baf7bf377c46e2ace0df5f35e9ff9aab;ADMINISTRACION GUBERNAMENTAL;2014;1;2F   ;100
d49fc1426ffa3a80a781b079c97ba73c;EMPRENDEDORISMO;2014;1;1F   ;74
3f6be959eccfb3395c0c680c6b05e69c;FISICA 2;2014;1;1F   ;62
d49fc1426ffa3a80a781b079c97ba73c;EXPRESION ORAL Y ESCRITA;2014;1;1F   ;76
28df7798b4ecd9f7db8182f07fa65ff8;ECONOMIA Y FINANZAS;2014;1;1F   ;85
d49fc1426ffa3a80a781b079c97ba73c;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;2F   ;65
223d2f3dae0579858a7b395749f83639;PROBABILIDADES Y ESTADISTICA;2014;1;2F   ;96
d49fc1426ffa3a80a781b079c97ba73c;INGLES;2014;1;1F   ;79
223d2f3dae0579858a7b395749f83639;LOGICA PARA CIENCIAS DE LA COMPUTACION;2014;1;1F   ;71
f6f7c2a0e6ffaefe761b0865519a05a9;CALCULO II;2014;1;1F   ;30
f589d72a8624700888248288b01f23f3;ECONOMIA Y FINANZAS;2014;1;1F   ;65
f6f7c2a0e6ffaefe761b0865519a05a9;CALCULO II;2014;1;2F   ;30
624939c397470ea8dfa6edf6186ca625;FISICA 3;2014;1;1F   ;40
7b03f03d47932681bb387728e2bd5b11;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;2F   ;28
223d2f3dae0579858a7b395749f83639;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;1F   ;58
7b03f03d47932681bb387728e2bd5b11;CALCULO III;2014;1;2F   ;75
5abde552b820ebf0747f624a39cac1ff;GESTION DE CENTRO DE COMPUTOS;2014;1;1F   ;69
f29fa62c9ffeb0f93bdc2b220d7655d0;MARKETING;2014;1;2F   ;95
c2f82b232cde197f0b4becdef0886dab;INTELIGENCIA ARTIFICIAL;2014;1;1F   ;60
90136a03c57f5c881e0f49901b38fe39;EMPRENDEDORISMO;2014;1;1F   ;79
d72e4cc1b89ff6bf6b3159feab45b94d;INGLES;2014;1;1F   ;53
f0319aa416c3fd1d3d59d3ee930f9211;INTELIGENCIA ARTIFICIAL;2014;1;1F   ;63
be2341586c294259631968ba8adab845;MATEMATICA DISCRETA;2014;1;2F   ;10
4c4fc92e5e120ef6f48340acd72f40d5;DIDACTICA UNIVERSITARIA;2014;1;2F   ;92
3656f5150407a4bc6adfc4837046dc28;FISICA 1;2014;1;2F   ;71
f6f7c2a0e6ffaefe761b0865519a05a9;ESTRUCTURA DE LOS LENGUAJES;2014;1;2F   ;79
b706c8fe6758f7ce246cf58ce88d10b0;LENGUAJES DE PROGRAMACION I;2014;1;2F   ;78
f6f7c2a0e6ffaefe761b0865519a05a9;FISICA 4;2014;1;2F   ;64
69bf06b45443cadf136b6c07609fe7b4;LENGUAJES DE PROGRAMACION II;2014;1;1F   ;71
7b03f03d47932681bb387728e2bd5b11;DIDACTICA UNIVERSITARIA;2014;1;1F   ;73
69bf06b45443cadf136b6c07609fe7b4;FISICA 1;2014;1;2F   ;73
6c8b0d3e7954127a1ae951d67fa77fd9;INTELIGENCIA ARTIFICIAL;2014;1;2F   ;70
8818cb62b7a19931a88c79d8a22a1c8f;ETICA Y LEGISLACION;2014;1;1F   ;68
6c8b0d3e7954127a1ae951d67fa77fd9;EVALUACION DE RENDIMIENTO;2014;1;1F   ;58
a133391cbe0f5470b390e880b51fd6b0;DATA WAREHOUSE I - DISEÑO MULTIDIMENSIONAL;2014;1;1F   ;88
6c8b0d3e7954127a1ae951d67fa77fd9;ESTRUCTURA DE LOS LENGUAJES;2014;1;2F   ;76
9c07b737cc8d671efe8ee5ac3c4b90ad;FUNDAMENTOS DE MATEMATICA;2014;1;1F   ;70
6c8b0d3e7954127a1ae951d67fa77fd9;MATEMATICA APLICADA;2014;1;2F   ;70
1f5d586cebd29a13b83d753aea11541f;ALGORITMOS Y ESTRUCTURA DE DATOS I;2014;1;1F   ;50
6c8b0d3e7954127a1ae951d67fa77fd9;GESTION DE CENTRO DE COMPUTOS;2014;1;2F   ;58
8b581549c535f126068aba1c8fa6ab34;DIDACTICA UNIVERSITARIA;2014;1;1F   ;89
f0319aa416c3fd1d3d59d3ee930f9211;TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2014;1;1F   ;100
f589d72a8624700888248288b01f23f3;ALGEBRA LINEAL;2014;1;2F   ;84
184ef86fbbca123b3346cdc85b1128a7;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;1F   ;60
be54522c855e8e616a26af14987488c6;CONTABILIDAD;2014;1;2F   ;94
0abeddd9b699a4b1d463177a60dea64c;INVESTIGACION DE OPERACIONES I;2014;1;1F   ;97
5abde552b820ebf0747f624a39cac1ff;DATA WAREHOUSE I - DISEÑO MULTIDIMENSIONAL;2014;1;1F   ;89
85607dd338735118c0a5d9fbae38a3aa;CONTABILIDAD;2014;1;1F   ;94
68b67ed9fd75faf461078e43bee8853a;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;2F   ;70
85607dd338735118c0a5d9fbae38a3aa;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;1F   ;50
e3a47968661ac306d0757551852b4983;INVESTIGACION DE OPERACIONES I;2014;1;2F   ;28
85607dd338735118c0a5d9fbae38a3aa;LENGUAJES DE PROGRAMACION II;2014;1;1F   ;89
d7fc2ef8547e53f00c3eeaf8f8ee7c09;DIDACTICA UNIVERSITARIA;2014;1;1F   ;84
85607dd338735118c0a5d9fbae38a3aa;LOGICA PARA CIENCIAS DE LA COMPUTACION;2014;1;2F   ;96
115ba88d6ef7b612cae075e064e9ee70;PROCESAMIENTO DIGITAL DE IMAGENES II;2014;1;2F   ;60
85607dd338735118c0a5d9fbae38a3aa;CALCULO II;2014;1;1F   ;95
3656f5150407a4bc6adfc4837046dc28;ECONOMIA Y FINANZAS;2014;1;2F   ;40
0abeddd9b699a4b1d463177a60dea64c;LENGUAJES DE PROGRAMACION III;2014;1;1F   ;57
f589d72a8624700888248288b01f23f3;INGLES;2014;1;2F   ;78
0abeddd9b699a4b1d463177a60dea64c;REDES DE COMPUTADORAS II;2014;1;1F   ;85
624939c397470ea8dfa6edf6186ca625;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;2F   ;37
0abeddd9b699a4b1d463177a60dea64c;SISTEMAS DISTRIBUIDOS;2014;1;1F   ;89
1f5d586cebd29a13b83d753aea11541f;EMPRENDEDORISMO;2014;1;1F   ;98
0abeddd9b699a4b1d463177a60dea64c;FISICA 3;2014;1;1F   ;90
8432993a13b692c08d7958e72d13ec44;MATEMATICA DISCRETA;2014;1;2F   ;58
90136a03c57f5c881e0f49901b38fe39;EXPRESION ORAL Y ESCRITA;2014;1;1F   ;100
480d5f6168c623b6e067450b8f92154a;INGENIERIA DE SOFTWARE II;2014;1;1F   ;72
b1eb14fdd42b20296fc288fdf1e925f0;INVESTIGACION DE OPERACIONES II;2014;1;2F   ;70
f589d72a8624700888248288b01f23f3;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;2F   ;80
184ef86fbbca123b3346cdc85b1128a7;FISICA 1;2014;1;1F   ;74
1f5d586cebd29a13b83d753aea11541f;MATEMATICA DISCRETA;2014;1;2F   ;39
30f621ec573fe6ce4d8f5749f9c81283;PROCESAMIENTO DIGITAL DE IMAGENES II;2014;1;2F   ;80
68b67ed9fd75faf461078e43bee8853a;MATEMATICA DISCRETA;2014;1;2F   ;20
30f621ec573fe6ce4d8f5749f9c81283;DATA WAREHOUSE I - DISEÑO MULTIDIMENSIONAL;2014;1;2F   ;89
3656f5150407a4bc6adfc4837046dc28;FISICA 1;2014;1;1F   ;39
30f621ec573fe6ce4d8f5749f9c81283;GESTION DE CENTRO DE COMPUTOS;2014;1;2F   ;60
baf7bf377c46e2ace0df5f35e9ff9aab;PROCESAMIENTO DIGITAL DE IMAGENES II;2014;1;2F   ;65
30f621ec573fe6ce4d8f5749f9c81283;ADMINISTRACION GUBERNAMENTAL;2014;1;1F   ;100
73d53382f8c2b0388924ed134b9d0781;ALGORITMOS Y ESTRUCTURA DE DATOS I;2014;1;1F   ;50
30f621ec573fe6ce4d8f5749f9c81283;DIDACTICA UNIVERSITARIA;2014;1;1F   ;83
baf7bf377c46e2ace0df5f35e9ff9aab;DIDACTICA UNIVERSITARIA;2014;1;1F   ;89
184ef86fbbca123b3346cdc85b1128a7;ECONOMIA Y FINANZAS;2014;1;2F   ;70
8fbf88de884b1a5de82e033970b37002;MATEMATICA APLICADA;2014;1;2F   ;98
25bc9c018c5c61cce0eb182ed1703a13;DATA WAREHOUSE II - ESPECIALIZACION EN ETL Y CAPAS DE PRES.;2014;1;1F   ;82
2964c1df84e635ebfeeb7f9adec1bbab;FISICA 1;2014;1;2F   ;62
34caaa37cb456bf54c39d9b54c0692eb;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;2F   ;75
e3a47968661ac306d0757551852b4983;REDES DE COMPUTADORAS II;2014;1;1F   ;71
4163cea5d0bc12b9c6cd5aed88d8b705;SISTEMAS DISTRIBUIDOS;2014;1;1F   ;67
69c9d31a6398b2c1e95957f1d6cdc377;FUNDAMENTOS DE MATEMATICA;2014;1;2F   ;64
7bdecacf0557a2324f8438109bedc9dd;EVALUACION DE RENDIMIENTO;2014;1;2F   ;83
f0c1e6ba984108d263bee8064db769b3;INGENIERIA DE SOFTWARE I;2014;1;1F   ;100
34caaa37cb456bf54c39d9b54c0692eb;REDES DE COMPUTADORAS II;2014;1;2F   ;89
be2341586c294259631968ba8adab845;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2014;1;2F   ;67
7bdecacf0557a2324f8438109bedc9dd;DATA WAREHOUSE I - DISEÑO MULTIDIMENSIONAL;2014;1;2F   ;100
480d5f6168c623b6e067450b8f92154a;ADMINISTRACION GUBERNAMENTAL;2014;1;2F   ;80
7bdecacf0557a2324f8438109bedc9dd;GESTION DE CENTRO DE COMPUTOS;2014;1;2F   ;79
b6bcf86d6ad7b9f542e905ee6ece95a0;GESTION DE CENTRO DE COMPUTOS;2014;1;2F   ;62
796a4b34e0cd1d9973ad70e2683e88eb;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;1F   ;50
7dfc75307e477d221086f72157f1a068;PROGRAMACION Y USO DE INTERNET;2014;1;1F   ;60
796a4b34e0cd1d9973ad70e2683e88eb;REDES DE COMPUTADORAS I;2014;1;2F   ;39
8fbf88de884b1a5de82e033970b37002;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;2F   ;50
aee15d9a7cae9c1149ed5c6b33bb38d0;INTELIGENCIA ARTIFICIAL;2014;1;1F   ;57
b706c8fe6758f7ce246cf58ce88d10b0;FISICA 1;2014;1;1F   ;74
7bdecacf0557a2324f8438109bedc9dd;DIDACTICA UNIVERSITARIA;2014;1;1F   ;75
f0c1e6ba984108d263bee8064db769b3;FISICA 3;2014;1;2F   ;60
c41677a1b0593b9881c951409fe636d4;EXPRESION ORAL Y ESCRITA;2014;1;1F   ;100
47de0aba63c9b37fb0755b90396055a3;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;2F   ;62
aee15d9a7cae9c1149ed5c6b33bb38d0;INGENIERIA DE SOFTWARE III;2014;1;2F   ;71
f144907f196c9f545eccc6a19b3aa716;INGENIERIA DE SOFTWARE II;2014;1;2F   ;87
aee15d9a7cae9c1149ed5c6b33bb38d0;GESTION DE CENTRO DE COMPUTOS;2014;1;2F   ;52
dadd2759415caa3c7e282c0d1c27e3c9;MATEMATICA DISCRETA;2014;1;1F   ;50
800ae9368d62b6101c3028d60a47fc27;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;1F   ;99
d99eb8b29f425e8d5974401897e101bc;CALCULO III;2014;1;1F   ;73
800ae9368d62b6101c3028d60a47fc27;INGENIERIA DE SOFTWARE II;2014;1;1F   ;76
a8a6fcf2b4877e253b7bdf24dffa7183;INVESTIGACION DE OPERACIONES II;2014;1;1F   ;95
800ae9368d62b6101c3028d60a47fc27;INVESTIGACION DE OPERACIONES II;2014;1;1F   ;94
776c5f06c03e149f1ae4a1fb4a8bd8c0;LOGICA PARA CIENCIAS DE LA COMPUTACION;2014;1;2F   ;62
800ae9368d62b6101c3028d60a47fc27;MATEMATICA APLICADA;2014;1;1F   ;87
68b67ed9fd75faf461078e43bee8853a;MATEMATICA DISCRETA;2014;1;1F   ;45
d65bd0a869da28f75c73267852708f78;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;1F   ;47
480d5f6168c623b6e067450b8f92154a;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;2F   ;82
bf955c4275484fbe62e52b7d8f36d64d;EMPRENDEDORISMO;2014;1;1F   ;72
b706c8fe6758f7ce246cf58ce88d10b0;LOGICA PARA CIENCIAS DE LA COMPUTACION;2014;1;1F   ;75
bf955c4275484fbe62e52b7d8f36d64d;EXPRESION ORAL Y ESCRITA;2014;1;1F   ;70
d21f7eeb27459dc48307b0b4205c3217;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;1F   ;55
bf955c4275484fbe62e52b7d8f36d64d;FUNDAMENTOS DE MATEMATICA;2014;1;2F   ;67
be54522c855e8e616a26af14987488c6;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;1F   ;50
bf955c4275484fbe62e52b7d8f36d64d;ALGORITMOS Y ESTRUCTURA DE DATOS I;2014;1;2F   ;90
1a1df0923ae514a559d6d776a13edd9c;INVESTIGACION DE OPERACIONES II;2014;1;1F   ;85
bf955c4275484fbe62e52b7d8f36d64d;MATEMATICA DISCRETA;2014;1;2F   ;67
7dfc75307e477d221086f72157f1a068;INTELIGENCIA ARTIFICIAL;2014;1;1F   ;57
bf955c4275484fbe62e52b7d8f36d64d;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;1F   ;60
f589d72a8624700888248288b01f23f3;LENGUAJES DE PROGRAMACION II;2014;1;1F   ;57
4c475b455ead127e4d41431ef28dd25b;GESTION DE CENTRO DE COMPUTOS;2014;1;1F   ;57
2fcd0e700658cff1cb593ff1bb019cf8;LENGUAJES DE PROGRAMACION III;2014;1;1F   ;100
fb719ea256bd5aaa1e9db701025e7f40;LOGICA PARA CIENCIAS DE LA COMPUTACION;2014;1;2F   ;68
2964c1df84e635ebfeeb7f9adec1bbab;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;1F   ;85
ed4cb4185aaf0be1a63678029a2905de;PROCESAMIENTO DIGITAL DE IMAGENES II;2014;1;1F   ;70
68b67ed9fd75faf461078e43bee8853a;EMPRENDEDORISMO;2014;1;1F   ;62
0d333692018e9cd426be97226249a6f1;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;1F   ;80
2964c1df84e635ebfeeb7f9adec1bbab;LENGUAJES DE PROGRAMACION I;2014;1;1F   ;72
0f3d47999c26b12c65a1ae49718a4d78;PROCESAMIENTO DIGITAL DE IMAGENES II;2014;1;1F   ;70
7dfc75307e477d221086f72157f1a068;ADMINISTRACION GUBERNAMENTAL;2014;1;1F   ;100
0f3d47999c26b12c65a1ae49718a4d78;FISICA 3;2014;1;2F   ;66
0ff7b55e2581a3200b27c7776bd66928;ADMINISTRACION GUBERNAMENTAL;2014;1;1F   ;90
d65bd0a869da28f75c73267852708f78;ALGORITMOS Y ESTRUCTURA DE DATOS III;2014;1;2F   ;75
064eef8fa35ff448eb9a7d04a20a70ab;ADMINISTRACION GUBERNAMENTAL;2014;1;1F   ;80
d65bd0a869da28f75c73267852708f78;REDES DE COMPUTADORAS I;2014;1;1F   ;70
0ff7b55e2581a3200b27c7776bd66928;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;2F   ;60
eec774ece44f1f60b821656da1916566;INTELIGENCIA ARTIFICIAL;2014;1;1F   ;88
a23408ffd80cc0eb3a176df0369cfda2;REDES DE COMPUTADORAS I;2014;1;1F   ;70
eec774ece44f1f60b821656da1916566;FISICA 3;2014;1;2F   ;71
064eef8fa35ff448eb9a7d04a20a70ab;TECNICAS DE ORGANIZACION Y METODOS;2014;1;2F   ;100
eec774ece44f1f60b821656da1916566;GESTION DE CENTRO DE COMPUTOS;2014;1;1F   ;63
68b67ed9fd75faf461078e43bee8853a;EXPRESION ORAL Y ESCRITA;2014;1;2F   ;94
177fe29aeb9039cbbfb265ef589d5dec;TECNOLOGIAS EMERGENTES EN TELECOMUNICACIONES Y REDES;2014;1;2F   ;57
2a022f30439c5772051de3c0dba4fe22;EXPRESION ORAL Y ESCRITA;2014;1;1F   ;90
177fe29aeb9039cbbfb265ef589d5dec;FISICA 3;2014;1;2F   ;78
b0f02cfc55e826cc8b410a9e1bafdc58;DIDACTICA UNIVERSITARIA;2014;1;2F   ;73
1862ff31d6eab796d08827e4650fdd55;MATEMATICA DISCRETA;2014;1;1F   ;56
0ff7b55e2581a3200b27c7776bd66928;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;1F   ;40
1862ff31d6eab796d08827e4650fdd55;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;1F   ;62
202b5e10a989865c96f61a8d4964de1a;FUNDAMENTOS DE MATEMATICA;2014;1;2F   ;86
0f3d47999c26b12c65a1ae49718a4d78;GESTION DE CENTRO DE COMPUTOS;2014;1;2F   ;72
bf3e678059bf766cf908911b075a75d9;LENGUAJES DE PROGRAMACION I;2014;1;2F   ;55
0f3d47999c26b12c65a1ae49718a4d78;MARKETING;2014;1;2F   ;90
ebbc43549a150c0eb4124377baf297fe;ECONOMIA Y FINANZAS;2014;1;2F   ;65
e088eb8026e051218a69bfdec0f9166d;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;1F   ;100
d99eb8b29f425e8d5974401897e101bc;REDES DE COMPUTADORAS I;2014;1;1F   ;49
e088eb8026e051218a69bfdec0f9166d;LENGUAJES DE PROGRAMACION III;2014;1;1F   ;69
cd6402136f2c4a7de7ac8b52fbea1c32;CONTABILIDAD;2014;1;1F   ;60
e088eb8026e051218a69bfdec0f9166d;SISTEMAS DISTRIBUIDOS;2014;1;1F   ;79
69c9d31a6398b2c1e95957f1d6cdc377;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS II;2014;1;2F   ;44
e088eb8026e051218a69bfdec0f9166d;INVESTIGACION DE OPERACIONES II;2014;1;1F   ;95
2a022f30439c5772051de3c0dba4fe22;ORGANIZACION Y ARQUITECTURA DE COMPUTADORAS I;2014;1;1F   ;70
e088eb8026e051218a69bfdec0f9166d;MATEMATICA APLICADA;2014;1;1F   ;70
71262938e1fa7645a048cbf0ded24b4c;ADMINISTRACION GUBERNAMENTAL;2014;1;2F   ;100
8fb508c3cbbe1597c5ad8f90e255334f;DESEMPEÑO Y SEGURIDAD EN LAS REDES;2014;1;1F   ;85
0ff7b55e2581a3200b27c7776bd66928;MARKETING;2014;1;2F   ;90
e088eb8026e051218a69bfdec0f9166d;ADMINISTRACION GUBERNAMENTAL;2014;1;2F   ;100
2a022f30439c5772051de3c0dba4fe22;ALGORITMOS Y ESTRUCTURA DE DATOS I;2014;1;1F   ;50
8fb508c3cbbe1597c5ad8f90e255334f;REDES DE COMPUTADORAS II;2014;1;1F   ;63
2a022f30439c5772051de3c0dba4fe22;EMPRENDEDORISMO;2014;1;1F   ;81
8fb508c3cbbe1597c5ad8f90e255334f;SISTEMAS DISTRIBUIDOS;2014;1;2F   ;75
5aee4f1e285cafdd83fc7d75d11cf62d;INGLES;2014;1;2F   ;72
1feaba5b6c17081e4e0f704b1ad61f06;SISTEMAS DISTRIBUIDOS;2014;1;1F   ;65
6382b1ef2aeda6b06d756259d46d0094;EMPRENDEDORISMO;2014;1;1F   ;59
1feaba5b6c17081e4e0f704b1ad61f06;INGENIERIA DE SOFTWARE II;2014;1;1F   ;71
e65e10188190dad87da3f84504e275dd;EVALUACION DE RENDIMIENTO;2014;1;2F   ;52
1feaba5b6c17081e4e0f704b1ad61f06;ADMINISTRACION GUBERNAMENTAL;2014;1;2F   ;90
71262938e1fa7645a048cbf0ded24b4c;MATEMATICA APLICADA;2014;1;2F   ;81
1feaba5b6c17081e4e0f704b1ad61f06;DIDACTICA UNIVERSITARIA;2014;1;1F   ;73
54acbab1fc7611733b7c9055cc79a80b;ESTRUCTURA DE LOS LENGUAJES;2014;1;2F   ;68
8fb508c3cbbe1597c5ad8f90e255334f;INGENIERIA DE SOFTWARE II;2014;1;2F   ;84
b1a8335c1f0f002c08f5817e8393a3a2;ALGORITMOS Y ESTRUCTURA DE DATOS II;2014;1;2F   ;60
c34ab3771cbc16fc6489d08e8ccac865;EVALUACION DE RENDIMIENTO;2014;1;2F   ;87
0ff7b55e2581a3200b27c7776bd66928;CALCULO III;2014;1;2F   ;88
8fb508c3cbbe1597c5ad8f90e255334f;INVESTIGACION DE OPERACIONES II;2014;1;1F   ;75
e3a47968661ac306d0757551852b4983;TECNICAS DE ORGANIZACION Y METODOS;2014;1;1F   ;76
